,location,tweet,covid
5730,"Lincoln, NE","Yo, listen to wtf hes actually sayin, and then go look at blms websit",0
5731,"Lincoln, NE",This is my husband,0
5732,"Lincoln, NE",I guess the target first group was of course mall Santas and their elf helpers?!?,0
5733,"Lincoln, NE",Thanks,0
5734,"Lincoln, Ne",Drinking an Again by Lua Brewing at,0
5735,"Lincoln, NE",You two could be twins..... open your mind to growth and acceptance,0
5736,"Lincoln, Nebraska, USA",You're welcome.,0
5737,"Lincoln, Nebraska",The Colonel of fast food.,0
5738,"Lincoln, NE",Right ! Or three !,0
5739,"Lincoln, NE","Oh yee LW! Right on man, you gotz to show the restum fools you do right wid w",0
5740,"Lincoln, NE",The years been a blur. We should have all agreed to give him the honor after January of calling hi,0
5741,"Lincoln, NE",The special effects were so real.,0
5742,"Lincoln, NE",I dunno. Knives Out is the tweet. Its a good movie,0
5743,"Lincoln, NE",Spooktober Day :Im too drunk to tweet. Stay chill yall kiss kiss,0
5744,"Lincoln, NE",Keep speaking truth to us all. We need it. I think the next theee days will be the hardest. Once t,0
5745,Land of Lincoln,Congratulations to of my favorite athletes.,0
5746,"Lincoln, NE",Granny &lt;3 vamp,0
5747,"Lincoln, NE",Facts that was dope,0
5748,"Lincoln, NE",No like Ayyy yo how you been Jake,0
5749,"Lincoln, NE",Ooooooohhhhh do tell!!!!,0
5750,"Lincoln, Nebraska",Just posted a photo Seacrest Field,0
5751,"Lincoln, NE",doesn't deserve friends.,0
5752,Lincoln,Yas girl,0
5753,"Lincoln, NE",Best name in college football.,0
5754,"Lincoln, NE",Dad's Cancer Fund,0
5755,"Lincoln, NE",Me: *scrolling through social media*Ads: People are FREAKING OUT over this towelMe: Oh I bet,0
5756,"Lincoln, NE",There are legitimate things called squirrel guards to prevent this.,0
5757,"Lincoln, NE",Ur funny! I like u,0
5758,"Lincoln, NE","Not too bad, but not good, IMO. I'll have to ask Edwin later for the stats on that .",0
5759,"Lincoln, NE",I have a question for you guys in any do you play in first person or in third person I play in first p,0
5760,"Lincoln, Nebraska, USA","Agreed.Free Hong Kong, and God bless Hong Kong.",0
5761,"Lincoln, NE",I finished my paper now to sleeeeeep,0
5762,"Lincoln, NE",Not unless you are in n the % top who got tax cut .... nope,0
5763,"Lincoln, NE","Cut him some slack, hes been a dedicated Gopher fan for",0
5764,"Lincoln, NE",Thanks Dog. Its so demoralizing!,0
5765,"Lincoln, Nebraska",Same.,0
5766,"Lincoln, NE",POST GAME: is heading to the quarterfinals! and talk after the big,0
5767,"Lincoln, Nebraska",Crappy ??? They are fucking full on full of shit posers who fooled the public to get elected.,0
5768,"Lincoln, NE",I wish people like Keanu wanted to run for office. But they are too good to have to deal with the scum.,0
5769,"Lincoln, NE",I CAN'T...,0
5770,"Lincoln, NE",Idiots up north !!!,0
5771,"Lincoln, NE",Fool !!,0
5772,"Lincoln, NE",My FIRST EVER SONG ON ALL PLATFORMS!!!!!! Last Words,0
5773,"Lincoln, NE",act like you wouldnt preorder that shit,0
5774,"Lincoln, NE",Never an easy night when another football season ends. So rewarding to see the guys you coach grow throughout the s,0
5775,Lincoln NE,Well the wife just said she'd be ok if I left in for another woman but only if that woman was so I've got that going for me.,0
5776,"Lincoln, NE","I know I'm asking for to much here with the slowmo rehashing ""shoulda coulda"", but I'd think a quic",0
5777,"Lincoln, Nebraska",Crossing your fingers behind your back doesnt make your lies true even if it worked as a little boy in Texas.,0
5778,"Lincoln, NE",What if Im a sober vegan,0
5779,"Lincoln, NE",so so beautiful,0
5780,"Lincoln, NE","Good colors, what's their listed size?",0
5781,"Lincoln, NE",ONLY $18.50/spot random teams Panini XR Football2 Hobby Box- Breaks Monday Get you spot here hobby,0
5782,"Lincoln, NE",Drag is confusing for me too. I'm not sure why but the reference to 'Transexual' is actually as the n,0
5783,"Lincoln, NE",ONLY $18.50/spot random teams Panini XR Football2 Hobby Box- Breaks Monday Get you spot here hobby,0
5784,"Lincoln, NE","Im mad that I paid $.25 for sweet and sour and didnt even get it. Thanks, . Sweet and sour was my favor",0
5785,"Lincoln, Nebraska",Just posted a photo Seacrest Field,0
5786,"Lincoln, NE",Tonight i got PLAYED by a haunt.,0
5787,"Lincoln, Nebraska, USA","And as a bonus, Cesar Reyes, black lives do indeed matter.Thug lives, on the other hand, do NOT",0
5788,"Lincoln, NE","Fucking spelled sergeant wrong too. But overall, kind of cringy.",0
5789,"Lincoln, NE",. Yall fuckin irritating,0
5790,"Lincoln, Nebraska, USA","And as a bonus, Vandicoup, black lives do indeed matter.Thug li",0
5791,"Lincoln, NE","Hear me out. I think if anyone should get credit for not cheating, it should be the ladies. . Yall men irritating",0
5792,"Lincoln, NE",The more i look at it the cooler it is,0
5793,"Lincoln, Nebraska",Lancaster County hit % yesterday.,0
5794,"Lincoln, NE",Lets fucking go!!!,0
5795,"Lincoln, Nebraska",Montana goes blue!,0
5796,"Lincoln, NE",No. Trump absolutely does not believe in free speech. He would shoot reporters if he coul,0
5797,"Lincoln, NE",This is funny !!!!!!! Team wants to play but nothing about the past scandals !!!!!!,0
5798,"Lincoln, NE",Lol Im sick of you,0
5799,"Lincoln, NE",The only guarantee throughout is Nebraska commit and Norris tight end catching touchdown passes.,0
5800,"Lincoln, NE","Pretty weird situation, hope we can win some games and maybe get him on campus",0
5801,"Lincoln, NE",love to be accused of working in bad faith by people that do this on the regular,0
5802,"Lincoln, NE",Couldn't agree more!!,0
5803,"Lincoln, NE","In seriousness, I feel for the dude. I'm not sure why he had his head down the whole time, but he s",0
5804,"Lincoln, NE",Are they all frauds?,0
5805,"Lincoln, NE","The only early voting location for a county of almost people, too.",0
5806,"Lincoln, NE",Tri County continues to impress with a win over LCC. advances in the Class D1 Bracket. Video court,0
5807,"Lincoln, Ne",Drinking a Hedonistic by Lua Brewing/ Melichars,0
5808,"Lincoln, Ne",I just earned the 'Better Together (Level )' badge on !,0
5809,"Lincoln, Ne",I just earned the 'Cheers To You! (Level )' badge on !,0
5810,"Lincoln, Ne",I just earned the 'Witch's Brew (2020)' badge on !,0
5811,"Lincoln, NE","Monster Mash - Bobby Pickett ( in , in ) via",0
5812,"Lincoln, NE",Think of how many people would go into health care if higher education was free and survival wasnt tied to employment,0
5813,"Lincoln, Nebraska","Tweets like this are cool to me because anyone in their right mind, after witnessing the Trump shitshow, knows that",0
5814,"Lincoln, NE","""It was nerve-racking. I don't usually throw the ball"" Update on the play after the game from",0
5815,"Lincoln, Nebraska",Because liberalism.,0
5816,"Lincoln, NE",They usually have a huge chunk at Costco that is dangerous for me to get because I'll ju,0
5817,"Lincoln, NE",This it!,0
5818,"Lincoln, NE",Im jealous,0
5819,"Lincoln, NE",Might go to bed soon,0
5820,"Lincoln, NE",That is one of my favorite cheeses. They have one that trader joe's that is soaked in shiraz or somet,0
5821,"Lincoln, NE",Beautiful,0
5822,"Lincoln, Nebraska","Nearly every billionaire, all of Hollywood and all of Wall St. supports Biden. Sit this one out.",0
5823,"Lincoln, NE",The fact that he never visited Minny has me suspect,0
5824,"Lincoln, NE","For the payee expenditure side, we have this report. Payee/Recipient Drill Down and Search in the Pa",0
5825,"Lincoln, NE","No, the Queen-sized sheets are called that, and have been since . If Elizabeth dies and",0
5826,"Lincoln, NE",The varied drivel is why I follow you though!,0
5827,"Lincoln, NE",Comply,0
5828,"Lincoln, NE",Just log in the website once. Youll understand then,0
5829,"Lincoln, NE",Fr tho facts,0
5830,"Lincoln, NE","For more on the seven day forecast, check out",0
5831,"Lincoln, Nebraska",Kearney erasing a -0 deficit to upend Gretna in a battle of ranked teams leads our roundup of Class A high school,0
5832,"Lincoln, NE",We had a bill on this! So many ways it could have been addressed.,0
5833,"Lincoln, Nebraska","Oh hell yeah, so evocative of its time. Portable phones, Courtney Cox...",0
5834,"Lincoln, NE",You go girl,0
5835,"Lincoln, NE",Im so freaked out rn,0
5836,"Lincoln, NE","Now, my depth isn't LF's problem, but if I'm going hard on availability a",0
5837,"Lincoln, NE",Nah just opinion,0
5838,"Lincoln, NE",HALF BACK PASS! baseball commit Max Buettenback () showing off the arm finding Ethan Steer,0
5839,"Lincoln, NE",SPORTS OVERTIME: st/2nd Round Playoffs feat:,0
5840,"Lincoln, Nebraska",I'm in.,0
5841,"Lincoln, NE","I always saw this movie more in terms of drag and homosexuality, rather than anything to do with gend",0
5842,"Lincoln, NE",&ltarcasm&gt;Thanks for the reminder! Also going to force my wife to like seafood and submit to my passi,0
5843,"Lincoln, Nebraska",Lying sack of shit=fraud,0
5844,"Lincoln, NE","Plenty of law firms are contributors to political committees. As well, they would be on the payee si",0
5845,"Lincoln, Nebraska","Top is a stretch for me, personally, but I agree it is vastly underrated. Probably hindsight from the sequels",0
5846,"Lincoln, NE","Wow, you are most stupid than I thought. The world doesnt revolve around a .500 NU football team. Most likely, the",0
5847,"Lincoln, NE",im tired of watching straight people in movies and everyone just acting like its normal u have a disease,0
5848,The Land of Lincoln,Take care. Happy Halloween!,0
5849,"Lincoln, NE",Did Luther actually use Psalm in A Mighty Fortress? via,0
5850,"Lincoln, NE",Mood rn:,0
5851,"Lincoln, NE",Wish I could stop overthinking shit,0
5852,"Lincoln, NE","If I recall, had a thread (possibly in ?) explaining how men take advantage of poll",0
5853,"Lincoln, NE","Yes, but your premise suggests you know they are going to miss and you ha",0
5854,"Lincoln, NE",right like wtf,0
5855,Lincoln ,Its time for me to get my own boss ass bad bitch,0
5856,"Lincoln, NE",Waverly's defense helps offense take off against Blair in Class B playoff. Story recap attached.,0
5857,"Lincoln, NE",Yes. We are not a society if we turn against health workers. We are lost,0
5858,"Lincoln, NE",Soon &gt; Avante Dickerson decommits,0
5859,"Lincoln, NE",Oh fuck that shit,0
5860,"Lincoln, NE",Bowl,0
5861,"Lincoln, NE",I love this tweet tbh,0
5862,"Lincoln, NE","Inspire Brands Inc. said Friday that it is acquiring Dunkin' Brands Group Inc. for $11.3 billion, including the Dun",0
5863,"Lincoln, NE",Theres a inside????????????,0
5864,"Lincoln, NE",Liked it twice just because of the baby Yoda. Episode was epic,0
5865,"Lincoln, NE",years,0
5866,"Lincoln, NE",Good place to start is the Campaign Contributors section of this report.,0
5867,"Lincoln, NE","One thing I'd like everyone to know, whether you get a lke or don't, if you're followed, it's because yo",0
5868,"Lincoln, NE",Final table. CoJ in da house too,0
5869,"Lincoln, NE",Thats a really great response tbh thank you,0
5870,"Lincoln, NE",Coming from you thanks bb,0
5871,"Lincoln, Nebraska, USA","By the way, nice try on that big sob-story you tried to give me in a failed attempt to convince me to ag",0
5872,"Lincoln, NE","Cant do it captainMy liver, she cant handle any more",0
5873,"Lincoln, NE",Wanna watch me hunt ghosts and scream like a weenie with my friends?,0
5874,The Land of Lincoln,"Aww, that's alright. They're still great.",0
5875,"Lincoln, NE",Lmao you wink at me like that I might think something is up,0
5876,"Lincoln, NE","Did you miss tonight's high school football? Don't worry, the /11 Sports Team has you covered with Sports Overtim",0
5877,"Lincoln, Nebraska, USA",The cases of police corruption and police brutality in the st century have been rare isolated ca,0
5878,"Lincoln, NE",Cooler full of Miller Lite Im sure...,0
5879,"Lincoln, NE",Seraphine out the back line breaking games,0
5880,"Lincoln, NE",Idh tik tok tbh. I value my data privacy and didnt trust it,0
5881,"Lincoln, NE",Before // during,0
5882,"Lincoln, NE","Even so, maybe there would be contributions made previous to their appointments?",0
5883,"Lincoln, NE",They look that bad?,0
5884,"Lincoln, NE",Love this idea!,0
5885,"Lincoln, Nebraska, USA","Boo hoo hoo. Boo fuck-itty hoo.Yeah, the typical ""Muh years!"" sob story.It does NOT work on me at all.",0
5886,"Lincoln, NE",Once a year seems about right for baking pumpkin seeds,0
5887,"Lincoln, Nebraska","To be fair, I have been really drunk for so many Husker football games in the past.",0
5888,"Lincoln, NE","Outside of that, there would potentially be contributions made by judges. We assume there are ethics",0
5889,"Lincoln, NE","By definition people dining in restaurants are not wearing masks, so thats a pretty safe assumption.",0
5890,"Lincoln, NE",Who would not want more photos? You're gorgeous and obviously highly intelligent/knowledgable. Keep 'em coming!,0
5891,"Lincoln, NE",its all of kwajes pictures for me,0
5892,"Lincoln, NE",Yep. Plus a few more spidermen,0
5893,"Lincoln, NE",That's looking from the outside in and I'm not in that buisness so maybe I don't know shit.I hop,0
5894,"Lincoln, NE",eden ships krile and tataru and i don't understand it in the slightest or understand the connection but its cute nonetheless,0
5895,"Lincoln, NE",You know .... she was on a show with Scott Baio .....,0
5896,"Lincoln, NE","Happy Halloween from myself and one of my best friends in the entire world, Tamara Glynn! Tamara was in Halloween",0
5897,The Land of Lincoln,"Oh gah, that's so fucking cute.",0
5898,"Lincoln, NE","Not if you're going to be that specific, but Handle = Handle. I've always been struck by the similarities.",0
5899,"Lincoln, NE",I DESPISE HOW MUCH THIS MADE LAUGH,0
5900,"Lincoln, NE",I couldn't sleep fearing the Pine Tar Blob print might be sold out before I woke up...sold!,0
5901,"Lincoln, NE","OT playoff win for Lincoln Christian (), and I've never seen a more hyped team after a win.",0
